regime,pred_col,series_name,mean_weekly,ann_mean,weekly_vol,ann_vol,sharpe,hit_rate,max_drawdown,n_weeks
other,pred_rf_b2,top_minus_equal_weight,0.002746427067969556,0.1428142075344169,0.011622518373493654,0.08381117189130739,1.7039996495888288,0.6274509803921569,-0.08884371008593717,204
other,pred_rf_b2,exclude_bottom_minus_equal_weight,0.0007519372096363195,0.03910073490108862,0.002599192670369564,0.018743044895655266,2.08614636089104,0.6323529411764706,-0.012078805517404256,204
stress,pred_rf_b2,top_return,0.000572148273449468,0.029751710219372337,0.024743686898273713,0.17842926371150478,0.16674232466416886,0.5631067961165048,-0.25591274014790766,103
stress,pred_rf_b2,bottom_return,-0.0021649844589059115,-0.1125791918631074,0.02528755517244723,0.1823511536107662,-0.6173758138290198,0.5339805825242718,-0.368369912825583,103
stress,pred_rf_b2,exclude_bottom_return,0.0005777015369175946,0.03004047991971492,0.017740978023840333,0.12793201188367223,0.2348159735581313,0.5631067961165048,-0.2164241520482328,103
stress,pred_rf_b2,equal_weight_return,3.557620273849673e-05,0.0018499625424018302,0.01754481071558323,0.12651742930669074,0.014622195159509112,0.5728155339805825,-0.24800697832616764,103
stress,pred_rf_b2,long_short_return,0.002737132732355381,0.1423309020824798,0.02951073597835177,0.21280494349325452,0.6688326866193848,0.5436893203883495,-0.20503800623282076,103
stress,pred_rf_b2,top_minus_equal_weight,0.0005365720707109715,0.02790174767697052,0.018516837744006958,0.13352681589092805,0.20895988188441622,0.5242718446601942,-0.13684975048576398,103
stress,pred_rf_b2,exclude_bottom_minus_equal_weight,0.0005421253341790981,0.028190517377313103,0.004185297895742866,0.030180612332384883,0.9340604844873761,0.6019417475728155,-0.02752004767223936,103
calm,pred_rf_b3,top_return,-0.0006346694892255092,-0.033002813439726476,0.016608592656982977,0.11976626487609363,-0.27556017943675654,0.48792270531400966,-0.33056870879242956,207
calm,pred_rf_b3,bottom_return,-0.003442461533495496,-0.1790079997417658,0.016022397898134835,0.11553915435522319,-1.5493275915055489,0.4106280193236715,-0.5326188160649918,207
calm,pred_rf_b3,exclude_bottom_return,-0.001165050630134,-0.060582632766968,0.013018457520585794,0.09387743223584374,-0.6453375568983307,0.463768115942029,-0.3116630908884807,207
calm,pred_rf_b3,equal_weight_return,-0.0016171246639536828,-0.08409048252559151,0.012874318915209532,0.09283803397092778,-0.9057762096935876,0.4927536231884058,-0.3279584675930492,207
calm,pred_rf_b3,long_short_return,0.002807792044269987,0.14600518630203932,0.014868250690491669,0.10721648048204115,1.3617793239024973,0.6086956521739131,-0.11412023118193439,207
calm,pred_rf_b3,top_minus_equal_weight,0.0009824551747281737,0.05108766908586503,0.008703954615360538,0.06276510932998773,0.8139501329834617,0.5265700483091788,-0.07829497823932412,207
calm,pred_rf_b3,exclude_bottom_minus_equal_weight,0.00045207403381968247,0.023507849758623488,0.002271955415874884,0.01638330349501001,1.434866281136979,0.6280193236714976,-0.02542761979698586,207
other,pred_rf_b3,top_return,0.002674673330301086,0.1390830131756565,0.019730618856692105,0.1422795159688801,0.9775336402330551,0.5294117647058824,-0.2532996543375271,204
other,pred_rf_b3,bottom_return,-0.0031349653958983184,-0.16301820058671257,0.016379918631472527,0.11811727302740425,-1.3801385386614105,0.43137254901960786,-0.49615016610325274,204
other,pred_rf_b3,exclude_bottom_return,0.0006556751080509227,0.03409510561864798,0.01451978724827308,0.10470367486495354,0.32563427847803555,0.5343137254901961,-0.2898673430237944,204
other,pred_rf_b3,equal_weight_return,-9.40602796791604e-05,-0.004891134543316341,0.014094802945781144,0.1016390694771496,-0.04812258286579415,0.49019607843137253,-0.3200537103772384,204
other,pred_rf_b3,long_short_return,0.005809638726199405,0.3021012137623691,0.017990472994550855,0.12973114570340658,2.3286714391086756,0.6862745098039216,-0.12095105584238514,204
other,pred_rf_b3,top_minus_equal_weight,0.0027687336099802462,0.1439741477189728,0.011068438382092358,0.07981564425189534,1.8038336853436334,0.6127450980392157,-0.0823645671066137,204
